PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,Dhi,Dni,Ebh,Ghi,RelativeHumidity,WindSpeed10m,Zenith
2020-10-23T01:00:00Z,2020-10-23T00:00:00Z,PT60M,12.5,117,0.8,0,0,0,0,78.6,1.5,108
2020-10-23T02:00:00Z,2020-10-23T01:00:00Z,PT60M,11.6,129,0.0,0,0,0,0,80.8,0.9,119
2020-10-23T03:00:00Z,2020-10-23T02:00:00Z,PT60M,11.2,143,0.0,0,0,0,0,80.9,0.6,127
2020-10-23T04:00:00Z,2020-10-23T03:00:00Z,PT60M,10.9,161,0.6,0,0,0,0,80.7,0.5,133
2020-10-23T05:00:00Z,2020-10-23T04:00:00Z,PT60M,10.5,-179,1.4,0,0,0,0,80.5,0.5,135
2020-10-23T06:00:00Z,2020-10-23T05:00:00Z,PT60M,10.1,-159,0.3,0,0,0,0,80.4,0.5,133
2020-10-23T07:00:00Z,2020-10-23T06:00:00Z,PT60M,9.8,-141,0.0,0,0,0,0,80.7,0.2,127
2020-10-23T08:00:00Z,2020-10-23T07:00:00Z,PT60M,9.4,-128,0.0,0,0,0,0,81.9,0.3,118
2020-10-23T09:00:00Z,2020-10-23T08:00:00Z,PT60M,8.8,-117,0.0,0,0,0,0,83.7,0.6,107
2020-10-23T10:00:00Z,2020-10-23T09:00:00Z,PT60M,8.5,-107,1.7,0,0,0,0,84.8,0.6,95
2020-10-23T11:00:00Z,2020-10-23T10:00:00Z,PT60M,10.6,-99,3.7,32,294,47,78,78.7,0.6,83
2020-10-23T12:00:00Z,2020-10-23T11:00:00Z,PT60M,13.8,-91,0.0,62,664,222,284,67.8,0.4,71
2020-10-23T13:00:00Z,2020-10-23T12:00:00Z,PT60M,16.3,-82,0.0,80,811,428,508,59.1,0.4,58
2020-10-23T14:00:00Z,2020-10-23T13:00:00Z,PT60M,18.9,-72,0.0,92,890,618,710,51.6,0.8,46
2020-10-23T15:00:00Z,2020-10-23T14:00:00Z,PT60M,21.2,-57,0.0,100,930,764,864,45.2,1.7,35
2020-10-23T16:00:00Z,2020-10-23T15:00:00Z,PT60M,23.0,-33,0.0,108,943,849,957,41.0,2.7,26
2020-10-23T17:00:00Z,2020-10-23T16:00:00Z,PT60M,24.2,2,0.0,110,944,873,984,38.8,3.3,22
2020-10-23T18:00:00Z,2020-10-23T17:00:00Z,PT60M,25.0,36,0.0,109,936,837,947,37.6,3.6,26
2020-10-23T19:00:00Z,2020-10-23T18:00:00Z,PT60M,25.4,59,0.0,107,909,737,844,36.6,3.9,36
2020-10-23T20:00:00Z,2020-10-23T19:00:00Z,PT60M,24.9,73,0.0,100,857,583,682,38.7,4.3,47
2020-10-23T21:00:00Z,2020-10-23T20:00:00Z,PT60M,23.3,83,0.0,85,770,393,478,44.4,4.3,59
2020-10-23T22:00:00Z,2020-10-23T21:00:00Z,PT60M,21.0,92,0.0,62,618,195,258,51.1,3.9,72
2020-10-23T23:00:00Z,2020-10-23T22:00:00Z,PT60M,17.6,100,6.0,27,238,36,63,61.5,3.2,84
2020-10-24T00:00:00Z,2020-10-23T23:00:00Z,PT60M,14.3,108,23.5,0,0,0,0,70.7,2.9,96
2020-10-24T01:00:00Z,2020-10-24T00:00:00Z,PT60M,12.1,118,0.9,0,0,0,0,76.0,2.1,108
2020-10-24T02:00:00Z,2020-10-24T01:00:00Z,PT60M,10.9,129,0.0,0,0,0,0,80.0,0.8,118
2020-10-24T03:00:00Z,2020-10-24T02:00:00Z,PT60M,10.5,143,0.0,0,0,0,0,80.5,0.7,127
2020-10-24T04:00:00Z,2020-10-24T03:00:00Z,PT60M,10.1,161,0.0,0,0,0,0,80.7,0.8,133
2020-10-24T05:00:00Z,2020-10-24T04:00:00Z,PT60M,9.8,-179,0.0,0,0,0,0,81.4,0.6,135
2020-10-24T06:00:00Z,2020-10-24T05:00:00Z,PT60M,9.5,-159,0.0,0,0,0,0,82.4,0.1,133
2020-10-24T07:00:00Z,2020-10-24T06:00:00Z,PT60M,9.2,-142,0.0,0,0,0,0,83.4,0.3,126
2020-10-24T08:00:00Z,2020-10-24T07:00:00Z,PT60M,8.9,-128,0.0,0,0,0,0,84.3,0.2,117
2020-10-24T09:00:00Z,2020-10-24T08:00:00Z,PT60M,8.6,-117,0.0,0,0,0,0,85.4,0.3,107
2020-10-24T10:00:00Z,2020-10-24T09:00:00Z,PT60M,8.4,-108,0.2,0,1,0,0,86.1,0.0,95
2020-10-24T11:00:00Z,2020-10-24T10:00:00Z,PT60M,10.6,-99,0.4,29,348,54,83,79.7,0.3,83
2020-10-24T12:00:00Z,2020-10-24T11:00:00Z,PT60M,13.7,-91,0.0,59,680,230,289,69.5,0.1,71
2020-10-24T13:00:00Z,2020-10-24T12:00:00Z,PT60M,16.0,-83,0.0,77,822,436,513,60.9,0.4,58
2020-10-24T14:00:00Z,2020-10-24T13:00:00Z,PT60M,18.3,-72,0.0,89,895,624,713,53.1,1.9,46
2020-10-24T15:00:00Z,2020-10-24T14:00:00Z,PT60M,19.9,-58,0.0,98,932,768,865,47.4,2.9,34
2020-10-24T16:00:00Z,2020-10-24T15:00:00Z,PT60M,21.1,-34,0.0,103,948,856,958,43.4,3.4,25
2020-10-24T17:00:00Z,2020-10-24T16:00:00Z,PT60M,22.0,2,0.0,105,950,881,986,40.2,3.8,22
2020-10-24T18:00:00Z,2020-10-24T17:00:00Z,PT60M,22.6,37,0.0,105,940,843,948,38.4,4.1,26
2020-10-24T19:00:00Z,2020-10-24T18:00:00Z,PT60M,22.8,59,0.0,102,915,744,846,38.0,4.5,35
2020-10-24T20:00:00Z,2020-10-24T19:00:00Z,PT60M,21.9,74,0.0,93,871,594,686,39.7,4.8,47
2020-10-24T21:00:00Z,2020-10-24T20:00:00Z,PT60M,20.2,84,0.0,78,793,407,485,42.9,4.5,59
2020-10-24T22:00:00Z,2020-10-24T21:00:00Z,PT60M,18.2,92,0.0,57,649,207,264,47.0,4.1,72
2020-10-24T23:00:00Z,2020-10-24T22:00:00Z,PT60M,15.2,100,19.5,28,232,36,64,55.9,3.3,84
2020-10-25T00:00:00Z,2020-10-24T23:00:00Z,PT60M,12.4,109,57.2,0,0,0,0,66.9,2.4,96
2020-10-25T01:00:00Z,2020-10-25T00:00:00Z,PT60M,11.0,118,33.5,0,0,0,0,73.7,1.9,108
2020-10-25T02:00:00Z,2020-10-25T01:00:00Z,PT60M,10.1,129,30.7,0,0,0,0,78.6,1.3,118
2020-10-25T03:00:00Z,2020-10-25T02:00:00Z,PT60M,9.4,143,31.8,0,0,0,0,82.4,1.1,127
2020-10-25T04:00:00Z,2020-10-25T03:00:00Z,PT60M,8.8,161,30.3,0,0,0,0,84.1,0.8,133
2020-10-25T05:00:00Z,2020-10-25T04:00:00Z,PT60M,8.2,-179,34.6,0,0,0,0,84.6,0.7,135
2020-10-25T06:00:00Z,2020-10-25T05:00:00Z,PT60M,8.5,-159,39.8,0,0,0,0,85.6,0.9,132
2020-10-25T07:00:00Z,2020-10-25T06:00:00Z,PT60M,8.9,-142,55.8,0,0,0,0,86.0,1.3,126
2020-10-25T08:00:00Z,2020-10-25T07:00:00Z,PT60M,8.2,-128,46.1,0,0,0,0,87.2,1.1,117
2020-10-25T09:00:00Z,2020-10-25T08:00:00Z,PT60M,7.6,-117,43.5,0,0,0,0,88.4,0.7,107
2020-10-25T10:00:00Z,2020-10-25T09:00:00Z,PT60M,7.3,-108,36.9,0,0,0,0,89.0,0.8,95
2020-10-25T11:00:00Z,2020-10-25T10:00:00Z,PT60M,8.4,-100,32.1,51,0,0,52,85.4,1.2,83
2020-10-25T12:00:00Z,2020-10-25T11:00:00Z,PT60M,10.5,-92,21.8,162,140,53,215,77.6,1.2,70
2020-10-25T13:00:00Z,2020-10-25T12:00:00Z,PT60M,12.2,-83,17.5,265,268,142,406,71.4,1.1,58
2020-10-25T14:00:00Z,2020-10-25T13:00:00Z,PT60M,13.9,-73,8.0,242,570,399,640,65.3,2.0,46
2020-10-25T15:00:00Z,2020-10-25T14:00:00Z,PT60M,15.7,-58,2.3,180,789,654,834,58.5,2.5,34
2020-10-25T16:00:00Z,2020-10-25T15:00:00Z,PT60M,17.4,-34,3.0,204,793,717,921,52.0,2.4,25
2020-10-25T17:00:00Z,2020-10-25T16:00:00Z,PT60M,18.9,2,2.6,188,829,770,958,44.7,2.3,22
2020-10-25T18:00:00Z,2020-10-25T17:00:00Z,PT60M,19.8,37,0.0,123,919,826,950,40.3,2.8,26
2020-10-25T19:00:00Z,2020-10-25T18:00:00Z,PT60M,20.2,60,0.0,113,904,737,850,38.1,2.9,35
2020-10-25T20:00:00Z,2020-10-25T19:00:00Z,PT60M,20.4,74,0.0,99,865,592,691,36.8,2.9,47
2020-10-25T21:00:00Z,2020-10-25T20:00:00Z,PT60M,20.1,84,0.3,86,778,401,487,39.6,3.9,59
2020-10-25T22:00:00Z,2020-10-25T21:00:00Z,PT60M,18.6,93,0.0,61,637,205,266,47.4,4.4,72
2020-10-25T23:00:00Z,2020-10-25T22:00:00Z,PT60M,15.7,101,4.7,30,233,36,66,60.5,3.2,84
2020-10-26T00:00:00Z,2020-10-25T23:00:00Z,PT60M,12.9,109,19.1,0,0,0,0,73.4,2.4,96
2020-10-26T01:00:00Z,2020-10-26T00:00:00Z,PT60M,11.4,118,0.9,0,0,0,0,80.2,1.8,108
2020-10-26T02:00:00Z,2020-10-26T01:00:00Z,PT60M,10.6,130,0.0,0,0,0,0,83.0,0.7,118
2020-10-26T03:00:00Z,2020-10-26T02:00:00Z,PT60M,10.2,144,0.0,0,0,0,0,83.2,0.2,127
2020-10-26T04:00:00Z,2020-10-26T03:00:00Z,PT60M,9.9,161,0.0,0,0,0,0,83.3,0.3,132
2020-10-26T05:00:00Z,2020-10-26T04:00:00Z,PT60M,9.6,-179,0.0,0,0,0,0,83.6,0.5,134
2020-10-26T06:00:00Z,2020-10-26T05:00:00Z,PT60M,9.3,-159,0.0,0,0,0,0,84.9,0.3,132
2020-10-26T07:00:00Z,2020-10-26T06:00:00Z,PT60M,9.0,-142,0.0,0,0,0,0,85.4,0.5,126
2020-10-26T08:00:00Z,2020-10-26T07:00:00Z,PT60M,8.9,-128,0.0,0,0,0,0,84.0,0.7,117
2020-10-26T09:00:00Z,2020-10-26T08:00:00Z,PT60M,8.7,-117,0.0,0,0,0,0,82.0,0.5,106
2020-10-26T10:00:00Z,2020-10-26T09:00:00Z,PT60M,8.5,-108,0.0,1,3,0,1,79.8,0.6,95
2020-10-26T11:00:00Z,2020-10-26T10:00:00Z,PT60M,11.1,-100,2.0,29,402,65,94,71.5,0.3,83
2020-10-26T12:00:00Z,2020-10-26T11:00:00Z,PT60M,14.5,-92,0.0,53,739,254,307,61.2,0.4,70
2020-10-26T13:00:00Z,2020-10-26T12:00:00Z,PT60M,16.9,-83,0.0,69,866,464,533,50.1,0.5,58
2020-10-26T14:00:00Z,2020-10-26T13:00:00Z,PT60M,19.8,-73,0.0,80,933,655,735,38.9,0.4,45
2020-10-26T15:00:00Z,2020-10-26T14:00:00Z,PT60M,22.1,-58,0.0,89,963,798,887,31.5,1.5,34
2020-10-26T16:00:00Z,2020-10-26T15:00:00Z,PT60M,23.8,-34,0.0,94,973,883,977,28.2,2.9,25
2020-10-26T17:00:00Z,2020-10-26T16:00:00Z,PT60M,24.7,2,2.6,151,884,824,975,28.2,3.7,21
2020-10-26T18:00:00Z,2020-10-26T17:00:00Z,PT60M,24.9,38,0.2,103,950,856,958,29.8,4.0,26
2020-10-26T19:00:00Z,2020-10-26T18:00:00Z,PT60M,24.9,60,1.1,113,898,736,849,30.3,3.8,35
2020-10-26T20:00:00Z,2020-10-26T19:00:00Z,PT60M,24.6,74,4.9,162,733,498,660,31.7,3.9,47
2020-10-26T21:00:00Z,2020-10-26T20:00:00Z,PT60M,23.3,85,0.0,77,802,415,492,35.7,4.0,59
2020-10-26T22:00:00Z,2020-10-26T21:00:00Z,PT60M,21.4,93,0.0,57,664,215,271,40.6,3.4,71
2020-10-26T23:00:00Z,2020-10-26T22:00:00Z,PT60M,18.2,101,1.5,26,318,47,72,49.1,2.7,84
2020-10-27T00:00:00Z,2020-10-26T23:00:00Z,PT60M,14.8,109,15.3,0,0,0,0,58.4,2.2,96
2020-10-27T01:00:00Z,2020-10-27T00:00:00Z,PT60M,12.7,119,0.8,0,0,0,0,64.0,1.8,107
2020-10-27T02:00:00Z,2020-10-27T01:00:00Z,PT60M,11.4,130,0.0,0,0,0,0,68.9,1.4,118
2020-10-27T03:00:00Z,2020-10-27T02:00:00Z,PT60M,10.4,144,0.0,0,0,0,0,72.2,1.1,126
2020-10-27T04:00:00Z,2020-10-27T03:00:00Z,PT60M,9.8,161,0.0,0,0,0,0,73.1,0.6,132
2020-10-27T05:00:00Z,2020-10-27T04:00:00Z,PT60M,9.4,-179,0.0,0,0,0,0,72.9,0.8,134
2020-10-27T06:00:00Z,2020-10-27T05:00:00Z,PT60M,8.6,-159,0.0,0,0,0,0,74.3,1.0,132
2020-10-27T07:00:00Z,2020-10-27T06:00:00Z,PT60M,7.9,-142,14.5,0,0,0,0,76.1,0.8,125
2020-10-27T08:00:00Z,2020-10-27T07:00:00Z,PT60M,7.7,-129,34.2,0,0,0,0,75.6,0.7,117
2020-10-27T09:00:00Z,2020-10-27T08:00:00Z,PT60M,7.5,-118,54.6,0,0,0,0,75.0,0.7,106
2020-10-27T10:00:00Z,2020-10-27T09:00:00Z,PT60M,7.3,-108,50.9,1,0,0,1,74.8,0.8,95
2020-10-27T11:00:00Z,2020-10-27T10:00:00Z,PT60M,8.7,-100,43.1,48,0,0,48,67.7,0.8,82
2020-10-27T12:00:00Z,2020-10-27T11:00:00Z,PT60M,10.8,-92,46.6,165,2,1,165,58.0,0.2,70
2020-10-27T13:00:00Z,2020-10-27T12:00:00Z,PT60M,12.7,-84,54.7,234,0,0,234,51.9,0.3,57
2020-10-27T14:00:00Z,2020-10-27T13:00:00Z,PT60M,14.5,-73,65.2,250,0,0,250,46.6,1.1,45
2020-10-27T15:00:00Z,2020-10-27T14:00:00Z,PT60M,16.0,-59,63.0,323,0,0,323,41.1,1.8,34
2020-10-27T16:00:00Z,2020-10-27T15:00:00Z,PT60M,17.1,-35,61.2,375,0,0,375,37.0,2.4,25
2020-10-27T17:00:00Z,2020-10-27T16:00:00Z,PT60M,17.4,2,60.7,390,0,0,390,35.0,3.7,21
2020-10-27T18:00:00Z,2020-10-27T17:00:00Z,PT60M,16.4,38,77.3,218,0,0,218,35.9,3.7,25
2020-10-27T19:00:00Z,2020-10-27T18:00:00Z,PT60M,15.6,61,85.5,124,0,0,124,36.5,2.8,35
2020-10-27T20:00:00Z,2020-10-27T19:00:00Z,PT60M,16.0,75,75.6,168,0,0,168,34.9,2.0,46
2020-10-27T21:00:00Z,2020-10-27T20:00:00Z,PT60M,16.2,85,57.4,201,1,0,201,34.9,1.8,59
2020-10-27T22:00:00Z,2020-10-27T21:00:00Z,PT60M,15.9,93,18.9,143,253,75,219,37.1,2.2,71
2020-10-27T23:00:00Z,2020-10-27T22:00:00Z,PT60M,13.8,101,9.3,30,271,42,72,45.7,2.6,84
2020-10-28T00:00:00Z,2020-10-27T23:00:00Z,PT60M,10.4,110,18.7,0,0,0,0,62.9,2.3,96
2020-10-28T01:00:00Z,2020-10-28T00:00:00Z,PT60M,8.1,119,7.7,0,0,0,0,76.0,1.5,107
2020-10-28T02:00:00Z,2020-10-28T01:00:00Z,PT60M,7.2,130,0.0,0,0,0,0,79.7,1.2,117
2020-10-28T03:00:00Z,2020-10-28T02:00:00Z,PT60M,6.8,144,0.0,0,0,0,0,81.6,1.6,126
2020-10-28T04:00:00Z,2020-10-28T03:00:00Z,PT60M,6.3,161,0.0,0,0,0,0,84.3,1.6,132
2020-10-28T05:00:00Z,2020-10-28T04:00:00Z,PT60M,6.1,-179,0.0,0,0,0,0,87.3,1.6,134
2020-10-28T06:00:00Z,2020-10-28T05:00:00Z,PT60M,5.9,-159,0.0,0,0,0,0,88.7,0.7,131
2020-10-28T07:00:00Z,2020-10-28T06:00:00Z,PT60M,5.6,-142,0.0,0,0,0,0,88.8,0.1,125
2020-10-28T08:00:00Z,2020-10-28T07:00:00Z,PT60M,5.2,-129,3.3,0,0,0,0,89.1,0.4,116
2020-10-28T09:00:00Z,2020-10-28T08:00:00Z,PT60M,4.9,-118,44.3,0,0,0,0,89.5,0.9,106
2020-10-28T10:00:00Z,2020-10-28T09:00:00Z,PT60M,5.0,-109,43.6,1,1,0,1,90.0,1.4,94
2020-10-28T11:00:00Z,2020-10-28T10:00:00Z,PT60M,6.4,-101,23.4,65,44,6,71,86.7,1.5,82
2020-10-28T12:00:00Z,2020-10-28T11:00:00Z,PT60M,8.8,-93,6.3,77,597,218,296,72.6,0.9,70
2020-10-28T13:00:00Z,2020-10-28T12:00:00Z,PT60M,11.1,-84,3.5,100,767,421,521,57.6,1.4,57
2020-10-28T14:00:00Z,2020-10-28T13:00:00Z,PT60M,13.3,-74,0.0,73,943,667,740,48.1,2.8,45
2020-10-28T15:00:00Z,2020-10-28T14:00:00Z,PT60M,15.3,-59,0.0,79,978,815,894,41.6,3.3,33
2020-10-28T16:00:00Z,2020-10-28T15:00:00Z,PT60M,17.0,-35,0.0,84,993,904,988,37.3,3.4,24
2020-10-28T17:00:00Z,2020-10-28T16:00:00Z,PT60M,18.4,2,0.0,85,996,932,1017,34.2,3.2,21
2020-10-28T18:00:00Z,2020-10-28T17:00:00Z,PT60M,19.6,39,0.0,84,990,896,980,31.4,3.1,25
2020-10-28T19:00:00Z,2020-10-28T18:00:00Z,PT60M,20.3,61,0.0,82,968,796,877,29.3,3.3,35
2020-10-28T20:00:00Z,2020-10-28T19:00:00Z,PT60M,20.8,75,0.0,75,929,642,717,28.4,3.2,46
2020-10-28T21:00:00Z,2020-10-28T20:00:00Z,PT60M,20.7,85,0.0,64,859,449,513,28.5,2.9,59
2020-10-28T22:00:00Z,2020-10-28T21:00:00Z,PT60M,20.0,94,0.0,51,718,236,287,30.3,2.9,71
2020-10-28T23:00:00Z,2020-10-28T22:00:00Z,PT60M,17.0,102,1.2,25,371,55,80,36.5,2.6,83
2020-10-29T00:00:00Z,2020-10-28T23:00:00Z,PT60M,13.3,110,17.2,0,1,0,0,45.3,2.3,96
2020-10-29T01:00:00Z,2020-10-29T00:00:00Z,PT60M,11.1,119,0.9,0,0,0,0,52.4,1.9,107
2020-10-29T02:00:00Z,2020-10-29T01:00:00Z,PT60M,10.2,130,0.0,0,0,0,0,57.2,0.9,117
2020-10-29T03:00:00Z,2020-10-29T02:00:00Z,PT60M,9.7,144,0.0,0,0,0,0,61.5,0.5,126
2020-10-29T04:00:00Z,2020-10-29T03:00:00Z,PT60M,9.2,162,0.0,0,0,0,0,65.4,0.6,131
2020-10-29T05:00:00Z,2020-10-29T04:00:00Z,PT60M,8.8,-179,0.0,0,0,0,0,67.2,0.8,133
2020-10-29T06:00:00Z,2020-10-29T05:00:00Z,PT60M,8.4,-159,0.0,0,0,0,0,68.4,0.3,131
2020-10-29T07:00:00Z,2020-10-29T06:00:00Z,PT60M,7.9,-143,0.0,0,0,0,0,69.0,0.2,125
2020-10-29T08:00:00Z,2020-10-29T07:00:00Z,PT60M,7.7,-129,0.0,0,0,0,0,69.4,0.5,116
2020-10-29T09:00:00Z,2020-10-29T08:00:00Z,PT60M,7.5,-118,0.0,0,0,0,0,69.7,0.5,106
2020-10-29T10:00:00Z,2020-10-29T09:00:00Z,PT60M,7.5,-109,0.0,1,7,1,2,69.8,0.4,94
2020-10-29T11:00:00Z,2020-10-29T10:00:00Z,PT60M,10.3,-101,0.0,29,449,73,102,60.3,0.2,82
2020-10-29T12:00:00Z,2020-10-29T11:00:00Z,PT60M,14.2,-93,0.0,53,742,262,314,48.3,0.3,70
2020-10-29T13:00:00Z,2020-10-29T12:00:00Z,PT60M,16.5,-84,0.0,68,868,472,540,41.1,0.1,57
2020-10-29T14:00:00Z,2020-10-29T13:00:00Z,PT60M,18.9,-74,0.0,78,933,662,740,35.6,1.1,45
2020-10-29T15:00:00Z,2020-10-29T14:00:00Z,PT60M,20.9,-60,0.0,86,966,807,893,31.5,2.1,33
2020-10-29T16:00:00Z,2020-10-29T15:00:00Z,PT60M,22.5,-36,0.0,90,980,895,985,28.6,2.7,24
2020-10-29T17:00:00Z,2020-10-29T16:00:00Z,PT60M,23.6,2,0.0,92,981,920,1013,26.7,3.1,20
2020-10-29T18:00:00Z,2020-10-29T17:00:00Z,PT60M,24.2,39,0.0,91,974,884,975,25.1,3.2,25
2020-10-29T19:00:00Z,2020-10-29T18:00:00Z,PT60M,24.7,62,0.0,87,954,786,873,23.8,3.1,34
2020-10-29T20:00:00Z,2020-10-29T19:00:00Z,PT60M,24.7,76,0.0,80,913,633,713,24.1,3.5,46
2020-10-29T21:00:00Z,2020-10-29T20:00:00Z,PT60M,23.6,86,0.0,69,836,439,508,27.3,4.0,58
2020-10-29T22:00:00Z,2020-10-29T21:00:00Z,PT60M,21.3,94,0.0,53,698,231,284,33.7,3.9,71
2020-10-29T23:00:00Z,2020-10-29T22:00:00Z,PT60M,17.6,102,4.7,27,338,52,80,44.3,2.8,83
2020-10-30T00:00:00Z,2020-10-29T23:00:00Z,PT60M,13.9,110,24.7,0,0,0,0,55.9,2.1,95
2020-10-30T01:00:00Z,2020-10-30T00:00:00Z,PT60M,11.7,119,1.0,0,0,0,0,64.5,1.6,107
2020-10-30T02:00:00Z,2020-10-30T01:00:00Z,PT60M,10.7,131,0.0,0,0,0,0,69.2,0.7,117
2020-10-30T03:00:00Z,2020-10-30T02:00:00Z,PT60M,10.4,145,0.0,0,0,0,0,69.2,0.2,125
2020-10-30T04:00:00Z,2020-10-30T03:00:00Z,PT60M,10.1,162,0.0,0,0,0,0,68.9,0.2,131
2020-10-30T05:00:00Z,2020-10-30T04:00:00Z,PT60M,9.8,-179,0.0,0,0,0,0,68.6,0.4,133
2020-10-30T06:00:00Z,2020-10-30T05:00:00Z,PT60M,9.6,-160,0.0,0,0,0,0,68.0,0.4,131
2020-10-30T07:00:00Z,2020-10-30T06:00:00Z,PT60M,9.4,-143,0.0,0,0,0,0,67.0,0.6,125
2020-10-30T08:00:00Z,2020-10-30T07:00:00Z,PT60M,9.3,-129,0.0,0,0,0,0,66.1,0.4,116
2020-10-30T09:00:00Z,2020-10-30T08:00:00Z,PT60M,9.1,-118,0.0,0,0,0,0,65.9,0.4,105
2020-10-30T10:00:00Z,2020-10-30T09:00:00Z,PT60M,9.3,-109,1.0,1,7,1,2,65.5,0.6,94
2020-10-30T11:00:00Z,2020-10-30T10:00:00Z,PT60M,12.5,-101,0.1,31,429,71,103,55.6,0.6,82
2020-10-30T12:00:00Z,2020-10-30T11:00:00Z,PT60M,16.3,-93,0.0,57,725,258,315,46.3,0.3,69
2020-10-30T13:00:00Z,2020-10-30T12:00:00Z,PT60M,18.5,-85,0.0,73,854,467,540,41.5,0.3,57
2020-10-30T14:00:00Z,2020-10-30T13:00:00Z,PT60M,20.9,-75,0.0,84,923,657,741,36.4,1.3,45
2020-10-30T15:00:00Z,2020-10-30T14:00:00Z,PT60M,22.9,-60,0.0,92,957,801,894,32.0,2.1,33
2020-10-30T16:00:00Z,2020-10-30T15:00:00Z,PT60M,24.6,-36,0.0,98,970,888,986,27.8,2.4,24
2020-10-30T17:00:00Z,2020-10-30T16:00:00Z,PT60M,26.1,2,0.0,102,969,911,1013,24.6,2.6,20
2020-10-30T18:00:00Z,2020-10-30T17:00:00Z,PT60M,26.9,39,0.0,102,959,872,975,22.6,3.5,24
2020-10-30T19:00:00Z,2020-10-30T18:00:00Z,PT60M,27.3,62,0.0,100,934,772,872,21.3,3.7,34
2020-10-30T20:00:00Z,2020-10-30T19:00:00Z,PT60M,27.2,76,0.0,93,887,617,710,22.1,3.7,46
2020-10-30T21:00:00Z,2020-10-30T20:00:00Z,PT60M,26.0,86,0.0,81,805,425,505,26.3,4.0,58
2020-10-30T22:00:00Z,2020-10-30T21:00:00Z,PT60M,24.0,94,0.0,61,660,221,282,33.4,3.9,71
2020-10-30T23:00:00Z,2020-10-30T22:00:00Z,PT60M,20.5,102,6.1,31,300,48,79,45.2,3.0,83
2020-10-31T00:00:00Z,2020-10-30T23:00:00Z,PT60M,16.9,110,25.7,0,0,0,0,56.8,2.4,95
2020-10-31T01:00:00Z,2020-10-31T00:00:00Z,PT60M,14.8,120,1.0,0,0,0,0,63.9,1.9,106
2020-10-31T02:00:00Z,2020-10-31T01:00:00Z,PT60M,13.4,131,0.0,0,0,0,0,69.3,0.8,117
2020-10-31T03:00:00Z,2020-10-31T02:00:00Z,PT60M,13.0,145,0.0,0,0,0,0,69.4,0.2,125
2020-10-31T04:00:00Z,2020-10-31T03:00:00Z,PT60M,12.7,162,0.0,0,0,0,0,68.2,0.1,131
2020-10-31T05:00:00Z,2020-10-31T04:00:00Z,PT60M,12.4,-179,0.0,0,0,0,0,67.3,0.3,133
2020-10-31T06:00:00Z,2020-10-31T05:00:00Z,PT60M,11.9,-160,0.0,0,0,0,0,68.4,0.3,130
2020-10-31T07:00:00Z,2020-10-31T06:00:00Z,PT60M,11.6,-143,0.0,0,0,0,0,70.1,0.1,124
2020-10-31T08:00:00Z,2020-10-31T07:00:00Z,PT60M,11.3,-130,0.0,0,0,0,0,70.4,0.1,116
2020-10-31T09:00:00Z,2020-10-31T08:00:00Z,PT60M,11.0,-119,0.4,0,0,0,0,71.0,0.2,105
2020-10-31T10:00:00Z,2020-10-31T09:00:00Z,PT60M,10.9,-109,0.8,1,8,1,2,71.6,0.2,94
2020-10-31T11:00:00Z,2020-10-31T10:00:00Z,PT60M,13.6,-101,0.3,33,416,70,103,61.8,0.3,82
2020-10-31T12:00:00Z,2020-10-31T11:00:00Z,PT60M,17.3,-93,0.0,59,711,255,314,50.9,0.1,69
2020-10-31T13:00:00Z,2020-10-31T12:00:00Z,PT60M,19.6,-85,0.0,75,841,462,538,45.2,0.4,57
2020-10-31T14:00:00Z,2020-10-31T13:00:00Z,PT60M,21.9,-75,0.0,88,909,649,737,40.1,1.4,44
2020-10-31T15:00:00Z,2020-10-31T14:00:00Z,PT60M,23.8,-61,0.0,99,940,790,888,36.5,2.4,33
2020-10-31T16:00:00Z,2020-10-31T15:00:00Z,PT60M,25.4,-36,0.0,108,949,871,979,33.9,3.0,23
2020-10-31T17:00:00Z,2020-10-31T16:00:00Z,PT60M,26.6,2,0.0,113,947,892,1005,32.0,3.2,20
2020-10-31T18:00:00Z,2020-10-31T17:00:00Z,PT60M,27.3,40,0.0,113,937,854,967,31.3,3.7,24
2020-10-31T19:00:00Z,2020-10-31T18:00:00Z,PT60M,27.5,63,0.0,107,918,760,866,30.5,4.1,34
2020-10-31T20:00:00Z,2020-10-31T19:00:00Z,PT60M,27.0,76,0.0,98,873,609,707,31.6,4.2,46
2020-10-31T21:00:00Z,2020-10-31T20:00:00Z,PT60M,25.8,86,0.0,84,795,421,505,35.7,4.0,58
2020-10-31T22:00:00Z,2020-10-31T21:00:00Z,PT60M,24.1,95,0.0,63,653,220,283,41.1,3.6,71
2020-10-31T23:00:00Z,2020-10-31T22:00:00Z,PT60M,20.9,102,5.1,32,308,50,81,51.7,3.1,83
2020-11-01T00:00:00Z,2020-10-31T23:00:00Z,PT60M,16.9,111,25.5,0,0,0,0,66.4,2.2,95
2020-11-01T01:00:00Z,2020-11-01T00:00:00Z,PT60M,14.5,120,1.0,0,0,0,0,75.0,1.6,106
2020-11-01T02:00:00Z,2020-11-01T01:00:00Z,PT60M,13.6,131,0.0,0,0,0,0,78.2,0.9,116
2020-11-01T03:00:00Z,2020-11-01T02:00:00Z,PT60M,13.0,145,0.0,0,0,0,0,79.4,0.3,125
